name,duration_ms,duration_min,explicit,track_number,disc_number,popularity,release_date,total_tracks,album_type,danceability,energy,key,audio_analysis_loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,num_samples,duration,sample_md5,analysis_sample_rate,analysis_channels,lyrics
Everything is romantic featuring caroline polachek,203945,3.4,TRUE,7,1,59,2024-10-14,35,album,0.604,0.449,0,-11.468,0,0.21,0.168,0.000724,0.334,0.334,150.106,4,4496991,203.94518,,22050,1,"Fall
Fall in
Fall in love
Fall in love again
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and a—
Fall in love again
Fall in love
Fall in
Fall
Walk to the studio soaking wet
ACAB tag on a bus stop sign
(Everything is)
Catch a face in the windowpane
Oh, what's up, it's me, that's mine
(Everything is)
Sleepyhead 'cause all the fucking
Foxes kept me awake last night
(Everything is)
Charli calls from a hotel bed
Hungover on Tokyo time
(Everything is)
Hey, girl, what's up, how you been?
I think I need your advice
(It's crazy, I was just thinking of you, what's on your mind?)
I'm trying to shut off my brain
I'm thinking 'bout work all the time
(It's like you're living the dream, but you'rе not living your life)
I knew that you would relatе
I feel smothered by logistics
Need my fingerprints on everything
Trying to feed my relationship
Am I in a slump?
Am I playing back time?
Did I lose my perspective?
Everything's still romantic, right?
Late nights in black silk in East London
Church bells in the distance
Free bleeding in the autumn rain
Fall in love again and again
Late nights in black silk in East London
Church bells in the distance
Free bleeding in the autumn rain
Fall in love again and again
Fall
Fall in
Fall in love
Fall in love again
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and a—
Everything is (Romantic)
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and a—
Everything is (Romantic)
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and a—
Late nights in black silk in East London (Everything is)
Church bells in the distance
Free bleeding in the autumn rain
Fall in love again and again
Fall in love again and again
Fall in love again and again
Fall in love again and a—
Late nights in black silk in East London (Everything is)
Church bells in the distance
Free bleeding in the autumn rain
Fall in love again and again
Late nights in black silk in East London
Church bells in the distance
Free bleeding in the autumn rain
Fall in
Silver scratch card in the canal
Romantic like six-pound wine
Dark in the park, Celtic graves
Girl throws up from the back of a Lime
Headphones on, I hit play
All things change in the blink of an eye
Charli calls from a photo set
Living that life is romantic, right?"
Rewind featuring bladee,162921,2.72,FALSE,8,1,56,2024-10-14,35,album,0.7,0.832,1,-4.541,1,0.036,0.464,0.000553,0.0642,0.598,132.016,4,3592425,162.92177,,22050,1,"Sometimes, I just wanna rewind
Wanna turn back time to a different time, oh
Sometimes
I just wanna rewind, I just wanna rewind
I just wanna rewind (Press rewind)
Maybe I need a reality check
Sometimes now I just gotta say less
Count so well, drew lines on my chest
When I look in the mirror, I don't see no reflect
All this money makes me competitive
Gotta get more, living all excess
I must confess, I'm under stress
Turn back the time again
I must confеss, I'm under stress
I'm under prеssure in my head
I'm six feet down beneath myself
I'm tryna catch up with my breath
Even with everything on deck (Yeah, yeah)
I'm only thinking about less
Thinking how to move like chess (Yeah, yeah)
The mirror leaves me unimpressed
Maybe I need a reality check (Yeah, yeah)
Sometimes now I just gotta say less
Wanna see my face all up in the press
When I don't, sometimes I get a little bit depressed (Uh-huh, uh-huh)
L.A. makes me so competitive
Sometimes I wanna wake up dead
I must confess, I'm under stress
Turn back the time again
I'm in the hills, perfectly still
The sun is setting in my will
(Yeah, yeah)
My mind is split up like two bills
I pay for everything myself
I kill for everything I feel
360, find a way to deal
The shadow spreads across the field (Oh)
I wanna rewind on the real (Press rewind, yeah)
Yeah, press rewind
Yeah, bring the beat back
Press rewind, yeah
Yeah, press rewind
(Yeah, yeah)
Requiem for everything
Rewind, remind me
Requiem for everything
Rewind, remind me
Requiem for everything
Rewind, remind me (Yeah)
Requiem for everything (Yeah, yeah)
Rewind, remind me (Yeah, yeah)"
So I featuring a. g. cook,279227,4.65,TRUE,9,1,55,2024-10-14,35,album,0.646,0.872,6,-6.489,1,0.0345,0.451,0.0355,0.156,0.815,146.173,4,6156967,279.22754,,22050,1,"Now I wanna think about all the good times
First met on the outskirts of Stockholm
All of your things in a black suitcase
First day, made Vroom Vroom in the basement
Now I wanna think about all the good times
Head bop hard with your arm up, dancing
Hot pink jacket on, music turned up
Bounce that track, make us late to the party
Now I wanna think about all the good times
First time I ever felt alive on stage
In Texas, in matching latex
That's as cool as I'm ever gonna feel
(Beautiful)
Now I wanna think about all the good times
Me and A.G. on Mulholland
Crazy Uber, straight from a video shoot
Got birthday cake on the way
Now I wanna think about all the good times
Best night ever in Arcosanti
So many friends right there in the audience
When I look back, what the fuck was I wearing?
Now I wanna think about all the good times
One big smile cracked the whole world open
Sipping green juice, looking so chic
Soft response while you play with the tension
Now I wanna think about all the good times
Like when we took Bibi down to Bubbles
Took our shoes off, ran around barefoot
Played that song we made that day
Now I wanna think about all the good times
DJ set back to back with Twiggy
She was nervous, you were so nice
Said you had the best time with her
Now I wanna think about all the good times
Me and Noonie
cried to your songs
No songs ever made us feel that much
Can't explain 'cause it's just too much
Now I wanna think about all the good times
Talking on Zoom in 2020
Red hair brushed out, sat back home
Lyrics back and forth from texts
Now I wanna think about all the good times
Like the first time I heard your music
My ex-boyfriend played your SoundCloud
That moment really changed my life
(No, no, no)
(No, no, no-o-o-o)
(No, no, no)
(No, no, no-o-o-o)
(No, no, no, no)
Now I wanna think about all the good times (No, no, no, no)
(No, no, no, no)
Now I wanna think about all the good times (No, no, no, no)
(No, no, no)
(No, no, no-o-o-o)
(No, no, no)
(No, no, no-o-o-o)
(No, no, no, no)
(No, no, no, no)
(No, no, no, no)
(No, no, no, no)
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna think about all the good
Now I wanna
Now I wanna
Now I wanna
Now I wanna"
"Girl, so confusing featuring lorde",205938,3.43,FALSE,10,1,58,2024-10-14,35,album,0.707,0.8,11,-5.567,0,0.0544,0.128,2.59E-05,0.3,0.354,124.991,4,4540940,205.93832,,22050,1,"Girl, it's so confusing sometimes to be a girl
Girl, girl, girl, girl
Girl, it's so confusing sometimes to be a girl
Girl, girl, girl, girl
Girl, how do you feel being a girl?
Girl, girl, girl
How do you feel being a girl?
Girl, girl, girl
Man, I don't know, I'm just a girl
Girl, girl, girl, girl
Yeah, I don't know if you like me
Sometimes I think you might hate me
Sometimes I think I might hate you
Maybe you just wanna be me
You always say, ""Let's go out""
So we go eat at a restaurant
Sometimes it feels a bit awkward
'Cause we don't have much in common
People say we're alike
They say we've got the same hair
We talk about making music
But I don't know if it's honest
Can't tell if you wanna see me
Falling over and failing
And you can't tell what you're feeling
I think I know how you feel
Girl, it's so confusing sometimes to be a girl
Girl, girl, girl, girl
Girl, it's so confusing sometimes to be a girl
Girl, girl, girl, girl
Girl, how do you feel being a girl?
Girl, girl, girl
How do you feel being a girl?
Girl, girl, girl
Man, I don't know, I'm just a girl
Girl, girl, girl, girl
Well, honestly, I was speechless
When I woke up to your voice note
You told me how you'd been feeling
Let's work it out on the remix
You'd always say, ""Let's go out""
But then I'd cancel last minute
I was so lost in my head
And scared to be in your pictures
'Cause for the last couple years
I've been at war with my body
I tried to starve myself thinner
And then I gained all the weight back
I was trapped in the hatred
And your life seemed so awesome
I never thought for a second
My voice was in your head
""Girl, you walk like a bitch""
When I was ten, someone said that
And it's just self-defence
Until you're building a weapon
She believed my projection
And now I totally get it
Forgot that inside the icon
There's still a young girl from Essex
People say we're alike
They say we've got the same hair
It's you and me on the coin
The industry loves to spend
And when we put this to bed
The internet will go crazy
I'm glad I know how you feel
'Cause I ride for you, Charli (Charli, Charli)
Girl, it's so confusing sometimes to be a girl
Girl, girl, girl, girl
Girl, it's so confusing sometimes to be a girl
Girl, girl, girl, girl
Girl, how do you feel being a girl?
Girl, girl, girl
How do you feel being a girl?
Girl, girl, girl
Man, I don't know, I'm just a girl
Girl, girl, girl, girl
Girl, girl
(It's so confusing)
Girl, girl, girl, girl
You know I ride for you, too
(It's so confusing-ing)"
Apple featuring the japanese house,157366,2.62,FALSE,11,1,58,2024-10-14,35,album,0.721,0.836,0,-7.547,1,0.0611,0.219,0,0.161,0.693,125.878,4,3469935,157.36667,,22050,1,"I've been looking at you so long, now I only see me
I've been looking at you so long, now I only see me
I've been looking at you so long, now I only see me
I've been looking at you so long, now I only see me
I wanna know where you go when you're feeling alone
(I've been looking at you so long, now I only see me)
When you're feeling alone, do you?
(I've been looking at you so long, now I only see me)
I wanna know where you go when you're feeling alone
(I've been looking at you so long, now I only see me)
When you're feeling alone, do you?
(I've been looking at you so long, now I only see me)
When you made me
(I wanna know where you go when you're feeling alone)
You made me so sad, so sad
(Whеn you're feeling alone, do you?)
And you make mе
(I wanna know where you go when you're feeling alone)
You're making me so sad, so sad
(When you're feeling alone, do you?)
I'm living in another country
Got another girlfriend that you never met
I ignore you when I see you calling 'cause I
Know it's something I might regret
I wanna know where you go when you're feeling alone
(I've been looking at you so long, now I only see me)
When you're feeling alone, do you?
(I've been looking at you so long, now I only see me)
I wanna know where you go when you're feeling alone
(I've been looking at you so long, now I only see me)
When you're feeling alone, do you?
(I've been looking at you so long, now I only see me)
When you made me
(I wanna know where you go when you're feeling alone)
(I've been looking at you so long, now I only see me)
You made me so sad, so sad
(When you're feeling alone, do you?)
(I've been looking at you so long, now I only see me)
And you make me
(I wanna know where you go when you're feeling alone)
(I've been looking at you so long, now I only see me)
You're making me so sad, so sad
(When you're feeling alone, do you?)
(I've been looking at you so long, now I only see me)
Somebody asked me how you're doing
And I make excuses and I say you're fine
I keep trying not to think about you, but I
Seem to think about you all the time
When you made me
(I've been looking at you so long, now I only see me)
You made me so sad, so sad
(I've been looking at you so long, now I only see me)
And you make me
(I've been looking at you so long, now I only see me)
You're making me so sad, so sad
(I've been looking at you so long, now I only see me)
Sometimes when I go home
It doesn't feel like home
Don't know if you can hear me
Inside this conversation
Sometimes when I go home
It doesn't feel like home
Silently pack my things, get in the car
I just wanna drive, drive, drive, drive, drive
You know I just wanna drive, drive, drive, drive, drive
You know I just wanna drive, drive, drive, drive, drive
You know I just wanna drive, drive, drive, drive
You know I just wanna drive"
B2b featuring tinashe,153387,2.56,TRUE,12,1,57,2024-10-14,35,album,0.818,0.564,11,-8.542,0,0.0744,0.0768,0.0347,0.0868,0.695,129.951,4,3382204,153.38794,,22050,1,"Back to back to back to back to back to back to back (Back)
Back to back to back to back to back
Back to back to back to back to back to back to back (Back)
Back to back to back to back to back
I travel 'round the world to fifteen countries in four days and
After I get off stage, I'm on set shooting 'til the a.m
I'm fuckin' tired, but I love it and I'm not complainin'
Oh, shit, I kinda made it (Yeah, we work hard, yeah)
'Cause I go back to back to back to back to back to back to back (Back to back, back to back)
Back to back to back to back to back (Back to back)
Back to b-back to b-back to back to back to back (Back to back, back to back)
Back to back to back to back to back (Back to back)
""Hey, Tinashe, wanna do this song?"" (Yeah)
Two days later, got the vocals cut (Yeah)
Oh my god, we really blew the fuck up
(Yeah)
Now everybody wants what we got (Yeah)
'Cause we made 'em ""Boom Clap,"" made 'em get ""2 On""
(Yeah)
All the way from Los Angeles to France (Yeah)
Dix ans plus tard et toujours en place
(Yeah)
Yeah, we work hard, yeah, we work hard (Back to back)
Boutta run it back
The way my ass look in these jeans, I'm boutta throw it back (Back, back)
When they see us out here winning, they get so mad
Now I'm feeling on myself, I don't know how to act (Act, act, act, act)
Look at me now, better than before (Yeah, yeah)
They wanna be like me, can't even blame them for it (Oh)
Didn't come out of nowhere, they been sleeping on me, I'm bored
Look so good on your mood board (Yeah, we work hard, yeah)
'Cause I go back to back to back to back to back to back to back (Back to back)
Back to back to back to back to back (Back to back)
Back to back to back to back to back to back to back (Oh, yeah)
Back to back to back to back to back
Back to back to back to back to back to back to back (Back to back, back to back, yeah)
Back to back to back to back to back to back to back (Back to back)
Back to back to back to back to back to back to back (Back to back, back to back, oh)
Back to back to back to back to back to back to back (Back to back)
Back to back
Back to back (Back to back)
Back to back (Back to back)
Back to back (Oh, yeah)"
Mean girls featuring julian casablancas,226705,3.78,TRUE,13,1,55,2024-10-14,35,album,0.664,0.675,6,-4.846,1,0.0316,0.234,1.73E-05,0.162,0.867,129.948,4,4998853,226.70535,,22050,1,"Work it out
I've played this game before (Oh)
Fighting for a hopeless cause (Oh)
And now you're at my door (Oh)
I've seen this trick before
This one's for all my mean girls
This one's for all my mean girls
This one's for all my mean girls
This one's for all my mean girls
Here's one for the ones who left (Oh)
One for the abandonment (Oh)
Fucked in a fun way we get (Oh)
Kept it vague so you could guess (Oh)
So you could work it out
I won't break down, I won't
Not I, oh no
It is my fault
I know it now, oh no
I gave you everything
Too much, it's true
Then took it all away
In front of you
This one's for all my mеan girls
This one's for all my mean girls
This one's for all my mеan girls (This one's for all my mean girls)
This one's for all my mean girls (This one's for all my mean girls)
I don't understand
What you're gonna do
I followed the rules
I took the abuse
I don't understand
Where you're coming from
I down all our pills
I love you the most
Be with
With me
Be with
Thought you could talk
This one's for all my mean girls
This one's for all my mean girls
This one's for all my mean girls
This one, this one, this one
This one's for all my mean girls (This one's for all my mean girls)
This one's for all my mean girls (This one's for all my bad girls)
This one's for all my mean girls (That's right, that's right, that's right, uh)
This one, this one, this one, oh (That's right)
[Verse 4: Julian Casablancas & Charli xcx]
I've played this game before (Oh)
Fighting for a hopeless cause (Oh)
And now you're at my door (And now you're at my door, baby)
I've seen this trick before (I've seen it all before, yeah)
Here's one for the ones who left (Here's one for the ones who left)
One for the abandonment (One for the abandoned girls)
Fucked in a fun way we get (We really fucked it up, baby)
Kept it vague so you could guess
So you could work it out
Out, out, out, out, out, out, out, out, out
Work it out
Yeah"
I think about it all the time featuring bon iver,200030,3.33,FALSE,14,1,56,2024-10-14,35,album,0.735,0.481,0,-10.099,1,0.0476,0.216,0.251,0.265,0.447,122.011,4,4410665,200.03017,,22050,1,"(Time, time)
(Time, time, t-time, t-time, time)
(Time, time, t-time, t-time, time)
(Time, time, t-time, t-time, time)
(Time, time, t-time, t-time, time)
(Time, time, t-time, t-time, time)
Why do you search your heart?
(I think about it all the time, that I might run out of time)
Why do you choose to move?
('Cause maybe one day I might)
I'll take your silences
Fix 'em for customs, the signals makе motion
You're lonely and you're (Scarеd to run out of time)
And you're asking, ""When did it get so hard?""
Yeah (When did it get so hard? When did it get so hard?)
(When did it get so hard? When did it g—) Yeah
First off, you're bound to the album
Then you're locked into the promo
Next thing, three years have gone by (Scared to run out of time)
Me and George sit down and try to plan for our future
But there's so much guilt involved when we stop working
'Cause you're not supposed to stop when things start working, no
I found love, baby
But I was scared to run out of time
I think about it all the time
Was I made for this? I'm
Confused with all these feelings
I'm confused what's on my mind
When I make a sacrifice
Just in the nick of time
I'm so scared to run out of time
Oh, baby
I found love, I found
Does it all have to be so hard?
Sittin' here (When did it get so hard?)
And I'm exactly the same, but I'm older now
And I got even more stress on my body
So we had a conversation on the way home, ""Should I stop my birth control?
'Cause my career still feels small in the existential scheme of it all""
I'll tell you (Yeah), I folded up
My friends say (Yeah) I've fallen off
I'd be scared (Nothing's in your way)
Aren't you scared?
I'm so scared to run out of time
I'm so scared
Scared to run out of time, I
I think about it all the time
I'm scared to run out of time
(Scared to run out of time)
Time, time, t-time, t-time, time
Time, time, t-time, t-time, time
Time, time, t-time, t-time, t-time
Time, time, t-time, t-time, time
Time, time, time, t-time, t-time, time
I think about it all the time
I found love, baby
'Cause our love ran out of time
Love in the nick of time
I found love"
365 featuring shygirl,121273,2.02,TRUE,15,1,60,2024-10-14,35,album,0.746,0.714,0,-7.202,1,0.178,0.239,0.0361,0.626,0.755,137.707,4,2674077,121.27333,,22050,1,"3-6-5, party girl (Bumpin' that)
3-6-5, party girl (Bumpin' that)
3-6-5, party girl (Bumpin' that)
3-6-5, party girl, party girl
3-6-5, party girl (Bumpin' that)
3-6-5, party girl (Bumpin' that)
3-6-5, party girl, party girl
Party girl, party girl, party girl, party girl (I wanna go real wild when I'm bumpin' that)
Party girl, party girl, party girl, party girl
Party girl, party girl, party girl, party girl
Party girl, party girl, party girl, party girl
Party girl, party girl, party girl, party girl
Party girl, party girl, party girl, party girl
Party girl, party girl, party girl, party girl
Party girl, party girl, party girl, party girl
Party girl, party girl, party girl, party girl
When I'm in the club, yeah, I'm (Bumpin' that)
When I'm at the house, yeah, I'm (Bumpin' that)
3-6-5, party girl (Bumpin' that)
Should we do a little key?
Should we have a little line?
Wanna go real wild when I'm (Bumpin' that)
Meet me in the bathroom if you're (Bumpin' that)
3-6-5, party girl (Bumpin' that)
3-6-5, party girl (Bumpin' that)
Gonna
Too hot, when I sweat, just lick me
Touch and squeeze when the bassline hits me
Are you gonna ride me?
Harder than a BPM, beat match me
 (Yeah, I'm lovin' that)
Can't see straight, yeah, I love it when the pill hits
Back of the booth, bitch, guest list, VIP
Party don't start 'til a bitch come find me
Party girl, party girl (Yeah, I'm lovin' that)
Push my hair back, look hot when I'm (Bumpin' that)
No, I really don't stop when I'm (Bumpin' that)
Gonna jump when it drops when I'm (I'm bumpin' that)
Dial 999, it's a good time
Who the fuck are you? I'm a brat when I'm bumpin' that
Now I wanna hear my track, are you bumpin' that?
'Til the windows crack, I'll be (Bumpin' that)
No, I never go home, don't sleep, don't (Ah)
3-6-5, party girl (Bumpin' that)
3-6-5, party girl (Bumpin' that)
3-6-5, party girl (Bumpin' that)
3-6-5, party girl, party girl
3-6-5, party girl (Bumpin' that)
3-6-5, party girl (Bumpin' that)
3-6-5, party girl, party girl
Party girl, party girl, party girl (I wanna go real wild when I'm bumpin' that)
3-6-5, 3-6-5, 3-6-5, 3-6-5, 3-6-5
3-6-5, 3-6-5, 3-6-5, 3-6-5, 3-6 (Party girl)
3-6-5, 3-6-5, 3-6-5, 3-6-5, 3-6-5
3-6-5, 3-6-5, 3-6-5, 3-6-5, 3-6 (Party girl)"
Guess featuring billie eilish,143330,2.39,FALSE,16,1,57,2024-10-14,35,album,0.78,0.713,0,-4.493,1,0.0888,0.0167,0.206,0.144,0.615,130.034,4,3160446,143.33089,,22050,1,"Hey, Billie, you there?
Uh-uh
You wanna guess the colour of my underwear
You wanna know what I got goin' on down there
Is it pretty in pink or all see-through?
Is it showin' off my brand-new lower-back tattoo?
You wanna put 'em in your mouth, pull 'em all down south
You wanna turn this shit out, that's what I'm talkin' about
Pu-pu-pu-put 'em in your mouth, pull 'em all down south
You wanna turn this shit out, that's what l'm talkin' about (Yeah)
Try it, bite it, lick it, spit it
Pull it to the side and get all up in it
Wear 'em, post 'em, might remix it
Send 'em to The Dare, yeah, I think he's with it
Try it, bite it, lick it, spit it
Pull it to the side and get all up in it
Wear 'em, post 'em, might remix it
Eat it up for lunch, yeah, it's so delicious
(Work it out)
Don't have to guess the color of your underwear
Already know what you've got goin' on down there
It's that lacy black pair with the little bows
The ones I picked out for you in Tokyo
I saw them when you sat down, they were peekin' out
I'm gonna tell you right now, they're all I'm thinkin' about
I wanna try it, bite it, lick it, spit it
Pull it to the side and get all up in it
Kiss it, ride it, can I fit it?
Charli likes boys, but she knows I'd hit it
(Knows I'd hit it)
Charli, call me if you're with it
Yeah, guess, guess, guess, guess, guess, guess, guess, guess
Guess, guess, guess, guess, guess, guess, guess, guess
Guess, guess, guess, guess, guess, guess, guess, guess
Guess, guess, guess, guess, guess, guess, guess, guess
You wanna guess what me and Billie have been textin' about? (We've been disrespectful)
Still tryin' to guess the password to my Google Drive (Are you obsessed with me?)
You wanna guess the address of the party we're at (You know you're not invited)
You wanna guess if we're serious about this song"
Spring breakers featuring kesha,142516,2.38,TRUE,17,1,63,2024-10-14,35,album,0.803,0.883,10,-6.249,0,0.0972,0.161,0,0.167,0.621,119.973,4,3142492,142.51665,,22050,1,"Ayy, ayy, ayy, ayy (Let's do it, let's do it, what?)
(Ayy) Hi, it's me, you're all in danger
(Ayy) Never get invited 'cause I'm such a hater
(Ayy) Got my finger on the detonator
(Ayy) Crazy girl shit, gonna go Spring Breakers
(Every time, I—, uh)
(Ayy) Every time, I make it so outrageous
(Ayy) Always gonna lose to people playin' safer
(Ayy) Four, three, two, one, see you later
(Ayy) Crazy girl shit, gonna go Spring Breakers
(Ayy) Gonna, gonna, gonna, gonna
(Ayy) Gonna go Spring Breakers
(Ayy) Gonna, gonna, gonna, gonna
(Ayy) Gonna go Spring Breakers
Ayy, hey, uh, hey (Oh, shit)
Ayy, hey, hey (Shake it)
Let's go
(Ayy) Ooh, these bitches, we tied
(Ayy) Art is not a competition
(Ayy) Rating go up when the clothes come off
(Ayy) But a real bitch come when the dick goes up, like
(Ayy) Ooh, these bitches rip off
(Ayy) Wish they could be OG, but they not
(Ayy) We going psycho, we going off
(Ayy) Yeah, me and Charli, we the party girl gods
(Ayy) Oh baby, you mad watchin' me win
(Ayy) Do it again 'cause I'm Kesha, bitch
(Ayy) Makin' me sick, nominated
(Ayy) All the motherfuckers better be prayin'
(Ayy) Singin' my song, singin' along
(Ayy) ""TiK ToK"" bitch 'til the kingdom come
(Ayy) Give 'em a hit, they can eat shit
(Ayy) Choke on my name when you suck on my dick
(Ayy) Hi, it's me, you're all in danger
(Ayy) Never get invited 'cause I'm such a hater
(Ayy) Got my finger on the detonator
(Ayy) Crazy girl shit, gonna go Spring Breakers
(Every time, I—, uh)
(Ayy) Every time, I make it so outrageous
(Ayy) Always gonna lose to people playin' safer
(Ayy) Four, three, two, one, see you later
(Ayy) Crazy girl shit, gonna go Spring Breakers
(Ayy) Gonna, gonna, gonna, gonna
(Ayy) Gonna go Spring Breakers
(Ayy) Gonna, gonna, gonna, gonna
(Ayy) Gonna go Spring Breakers
I'ma thank me, I'ma thank God
The center of the conversation
You know I got that kind of reputation
Baby, I'm free, I'ma take off
Me and Charli, we the party girl gods
Pa-pa-party, party girl gods
I'ma go psycho, I'ma go killer
(Ayy) Hi, it's me, you're all in danger
(Ayy) Never get invited 'cause I'm such a hater
(Ayy) Got my finger on the detonator
(Ayy) Crazy girl shit, gonna go Spring Breakers (Go Spring Breakers; Every time I—, uh)
(Ayy) Every time, I make it so outrageous
(Ayy) Always gonna lose to people playin' safer
(Ayy) Four, three, two, one, see you later
(Ayy) Crazy girl shit, gonna go Spring Breakers
(Ayy) Gonna, gonna, gonna, gonna
(Ayy) Gonna go spring breakers
(Ayy) Gonna, gonna, gonna, gonna (Gonna go, gonna go)
(Ayy) Gonna go spring breakers"
